DexNumber,Name,DefName,Generation,Type1,Type2,HP,Attack,Defense,SpAttack,SpDefense,Speed,Size,SizeMulti,Mass,GenderDifference,BaseFriendship,GenderLess,FemaleRatio,EvolTier,EvolLine,EvolMax,LvlBasedEvolution,EvolLvl,Baby,Fossil,Legendary,ParticularSpawn,Rarity,MinWildLvl,MaxWildLvl,XpCategory,CatchRate,EggGroup1,EggGroup2,EggCycles,EggLayTime,EggHatchTime,ExpYield,HPEv,AttackEv,DefenseEv,SpAttackEv,SpDefenseEv,SpeedEv,RimworldShape
323,Camerupt,Camerupt,3,Fire,Ground,70,100,70,105,75,40,1.9,1,220,0,50,0,0.5,2,162,1,0,0,0,0,0,0,6,36,42,MediumFast,150,Field,,20,6.7,13.3,175,0,1,0,1,0,0,QuadrupedPokemonWithHoovesAndTail
324,Torkoal,Torkoal,3,Fire,,70,85,140,85,70,20,0.5,1,80.4,0,50,0,0.5,1,163,1,0,0,0,0,0,0,4,24,30,MediumFast,90,Field,,20,6.7,13.3,161,0,0,2,0,0,0,QuadrupedPokemonWithPaws
325,Spoink,Spoink,3,Psychic,,60,25,35,70,80,60,0.7,1,30.6,0,50,0,0.5,1,164,0,1,32,0,0,0,0,1,4,12,Fast,255,Field,,20,6.7,13.3,89,0,0,0,0,1,0,HeadPokemonWithArms
326,Grumpig,Grumpig,3,Psychic,,80,45,65,90,110,80,0.9,1,71.5,0,50,0,0.5,2,164,1,0,0,0,0,0,0,5,32,38,Fast,60,Field,,20,6.7,13.3,164,0,0,0,0,2,0,BipedPokemonWithTail
327,Spinda,Spinda,3,Normal,,60,60,60,60,60,60,1.1,1,5,0,50,0,0.5,1,165,1,0,0,0,0,0,0,4,16,24,Fast,255,Field,HumanLike,15,5,10,85,0,0,0,1,0,0,BipedPokemonWithTail
328,Trapinch,Trapinch,3,Ground,,45,100,45,45,45,10,0.7,1,15,0,50,0,0.5,1,166,0,1,35,0,0,0,0,3,8,16,MediumSlow,255,Bug,Dragon,20,6.7,13.3,73,0,1,0,0,0,0,InsectPokemonWith4Legs
329,Vibrava,Vibrava,3,Ground,Dragon,50,70,50,50,50,70,1.1,1,15.3,0,50,0,0.5,2,166,0,1,45,0,0,0,0,6,35,38,MediumSlow,120,Bug,Dragon,20,6.7,13.3,126,0,1,0,0,0,1,InsectPokemonWithWingsAndLegs
330,Flygon,Flygon,3,Ground,Dragon,80,100,80,80,80,100,2,1,82,0,50,0,0.5,3,166,1,0,0,0,0,0,0,8,46,52,MediumSlow,45,Bug,Dragon,20,6.7,13.3,197,0,1,0,0,0,2,WingedPokemonWithJaw
331,Cacnea,Cacnea,3,Grass,,50,85,40,85,40,35,0.4,1,51.3,0,35,0,0.5,1,167,0,1,32,0,0,0,0,2,6,14,MediumSlow,190,Grass,HumanLike,20,6.7,13.3,97,0,0,0,1,0,0,BipedPokemon
332,Cacturne,Cacturne,3,Grass,Dark,70,115,60,115,60,55,1.3,1,77.4,0,35,0,0.5,2,167,1,0,0,0,0,0,0,5,32,38,MediumSlow,60,Grass,HumanLike,20,6.7,13.3,177,0,1,0,1,0,0,BipedPokemon
333,Swablu,Swablu,3,Normal,Flying,45,40,60,40,75,50,0.4,1,1.2,0,50,0,0.5,1,168,0,1,35,0,0,0,0,5,6,14,Erratic,255,Flying,Dragon,20,6.7,13.3,74,0,0,0,0,1,0,WingedPokemonWithBeak
334,Altaria,Altaria,3,Dragon,Flying,75,70,90,70,105,80,1.1,1,20.6,0,50,0,0.5,2,168,1,0,0,0,0,0,0,8,36,42,Erratic,45,Flying,Dragon,20,6.7,13.3,188,0,0,0,0,2,0,WingedPokemonWithBeak
335,Zangoose,Zangoose,3,Normal,,73,115,60,60,60,90,1.3,1,40.3,0,50,0,0.5,1,169,1,0,0,0,0,0,0,4,22,30,Erratic,90,Field,,20,6.7,13.3,165,0,2,0,0,0,0,BipedPokemonWithTail
336,Seviper,Seviper,3,Poison,,73,100,60,100,60,65,1.3,1,52.5,0,50,0,0.5,1,170,1,0,0,0,0,0,0,4,22,30,Fluctuating,90,Field,Dragon,20,6.7,13.3,165,0,1,0,1,0,0,SnakePokemon
337,Lunatone,Lunatone,3,Rock,Psychic,90,55,65,95,85,70,1,1,168,0,50,1,-1,1,171,1,0,0,0,0,0,0,4,22,30,Fast,45,Mineral,,25,8.3,16.7,150,0,0,0,2,0,0,HeadPokemon
338,Solrock,Solrock,3,Rock,Psychic,90,95,85,55,65,70,1.2,1,154,0,50,1,-1,1,172,1,0,0,0,0,0,0,4,22,30,Fast,45,Mineral,,25,8.3,16.7,150,0,2,0,0,0,0,HeadPokemon
339,Barboach,Barboach,3,Water,Ground,50,48,43,46,41,60,0.4,1,1.9,0,50,0,0.5,1,173,0,1,30,0,0,0,0,1,4,12,MediumFast,190,Water2,,20,6.7,13.3,92,1,0,0,0,0,0,FishPokemonWithPectoralCaudalDorsalFins
340,Whiscash,Whiscash,3,Water,Ground,110,78,73,76,71,60,0.9,1,23.6,0,50,0,0.5,2,173,1,0,0,0,0,0,0,5,30,36,MediumFast,75,Water2,,20,6.7,13.3,158,2,0,0,0,0,0,FishPokemonWithPectoralCaudalDorsalFins
341,Corphish,Corphish,3,Water,,43,80,65,50,35,35,0.6,1,11.5,0,50,0,0.5,1,174,0,1,30,0,0,0,0,1,5,12,Fluctuating,205,Water1,Water3,15,5,10,111,0,1,0,0,0,0,InsectPokemonWith4LegsAndClaws
342,Crawdaunt,Crawdaunt,3,Water,Dark,63,120,85,90,55,55,1.1,1,32.8,0,50,0,0.5,2,174,1,0,0,0,0,0,0,6,30,36,Fluctuating,155,Water1,Water3,15,5,10,161,0,2,0,0,0,0,InsectPokemonWith4LegsAndClaws
343,Baltoy,Baltoy,3,Ground,Psychic,40,40,55,40,70,55,0.5,1,21.5,0,50,1,-1,1,175,0,1,36,0,0,0,0,2,6,14,MediumFast,255,Mineral,,20,6.7,13.3,58,0,0,0,0,1,0,HeadPokemonWithArms
344,Claydol,Claydol,3,Ground,Psychic,60,70,105,70,120,75,1.5,1,108,0,50,1,-1,2,175,1,0,0,0,0,0,0,6,36,42,MediumFast,90,Mineral,,20,6.7,13.3,189,0,0,0,0,2,0,HeadPokemonWithArms
345,Lileep,Lileep,3,Rock,Grass,66,41,77,61,87,23,1,1,23.8,0,50,0,0.125,1,176,0,1,40,0,1,0,0,4,20,20,Erratic,45,Water3,,30,10,20,99,0,0,0,0,1,0,HeadPokemonWithBody
346,Cradily,Cradily,3,Rock,Grass,86,81,97,81,107,43,1.5,1,60.4,0,50,0,0.125,2,176,1,0,0,0,1,0,0,6,40,40,Erratic,45,Water3,,30,10,20,199,0,0,0,0,2,0,HeadPokemonWithBody
347,Anorith,Anorith,3,Rock,Bug,45,95,50,40,50,75,0.7,1,12.5,0,50,0,0.125,1,177,0,1,40,0,1,0,0,4,20,20,Erratic,45,Water3,,30,10,20,99,0,1,0,0,0,0,InsectPokemonWith4LegsAndClaws
348,Armaldo,Armaldo,3,Rock,Bug,75,125,100,70,80,45,1.5,1,68.2,0,50,0,0.125,2,177,1,0,0,0,1,0,0,6,40,40,Erratic,45,Water3,,30,10,20,199,0,2,0,0,0,0,BipedPokemonWithTail
349,Feebas,Feebas,3,Water,,20,15,20,10,55,80,0.6,1,7.4,0,50,0,0.5,1,178,0,0,0,0,0,0,0,5,3,8,Erratic,255,Water1,Dragon,20,6.7,13.3,61,0,0,0,0,0,1,FishPokemonWithPectoralCaudalDorsalFins
350,Milotic,Milotic,3,Water,,95,60,79,100,125,81,6.2,1,162,0,50,0,0.5,2,178,1,0,0,0,0,0,0,8,30,40,Erratic,60,Water1,Dragon,20,6.7,13.3,213,0,0,0,0,2,0,SnakePokemon
351,Castform,Castform,3,Normal,,70,70,70,70,70,70,0.3,1,0.8,0,50,0,0.5,1,179,1,0,0,0,0,0,0,5,20,28,MediumFast,45,Fairy,Amorphous,25,8.3,16.7,145,1,0,0,0,0,0,HeadPokemon
352,Kecleon,Kecleon,3,Normal,,60,90,70,60,120,40,1,1,22,0,50,0,0.5,1,180,1,0,0,0,0,0,0,5,20,28,MediumSlow,200,Field,,20,6.7,13.3,132,0,0,0,0,1,0,BipedPokemonWithTail
353,Shuppet,Shuppet,3,Ghost,,44,75,35,63,33,45,0.6,1,2.3,0,35,0,0.5,1,181,0,1,37,0,0,0,0,2,8,16,Fast,225,Amorphous,,25,8.3,16.7,97,0,1,0,0,0,0,HeadPokemon
354,Banette,Banette,3,Ghost,,64,115,65,83,63,65,1.1,1,12.5,0,35,0,0.5,2,181,1,0,0,0,0,0,0,6,38,44,Fast,45,Amorphous,,25,8.3,16.7,179,0,2,0,0,0,0,BipedPokemonWithTail
355,Duskull,Duskull,3,Ghost,,20,40,90,30,90,25,0.8,1,15,0,35,0,0.5,1,182,0,1,37,0,0,0,0,2,8,16,Fast,190,Amorphous,,25,8.3,16.7,97,0,0,0,0,1,0,HeadPokemonWithArms
356,Dusclops,Dusclops,3,Ghost,,40,70,130,60,130,25,1.6,1,30.6,0,35,0,0.5,2,182,0,1,45,0,0,0,0,5,37,40,Fast,90,Amorphous,,25,8.3,16.7,179,0,0,1,0,1,0,BipedPokemon
357,Tropius,Tropius,3,Grass,Flying,99,68,83,72,87,51,2,1,100,0,50,0,0.5,1,183,1,0,0,0,0,0,0,5,26,34,Slow,200,Monster,Grass,25,8.3,16.7,169,2,0,0,0,0,0,QuadrupedPokemonWithPaws
358,Chimecho,Chimecho,3,Psychic,,75,50,80,95,90,65,0.6,1,1,0,50,0,0.5,2,184,1,0,0,0,0,0,0,5,22,28,Fast,45,Amorphous,,25,8.3,16.7,147,0,0,0,1,1,0,HeadPokemonWithArms
359,Absol,Absol,3,Dark,,65,130,60,75,60,75,1.2,1,47,0,35,0,0.5,1,185,1,0,0,0,0,0,0,5,28,36,MediumSlow,30,Field,,25,8.3,16.7,174,0,2,0,0,0,0,QuadrupedPokemonWithPaws
360,Wynaut,Wynaut,3,Psychic,,95,23,48,23,48,23,0.6,1,14,0,50,0,0.5,1,100,0,1,15,1,0,0,0,3,2,5,MediumFast,125,Undiscovered,,20,6.7,13.3,44,1,0,0,0,0,0,BipedPokemonWithTail
361,Snorunt,Snorunt,3,Ice,,50,50,50,50,50,50,0.7,1,16.8,0,50,0,0.5,1,186,0,1,42,0,0,0,0,2,6,14,MediumFast,190,Fairy,Mineral,20,6.7,13.3,74,1,0,0,0,0,0,BipedPokemon
362,Glalie,Glalie,3,Ice,,80,80,80,80,80,80,1.5,1,256.5,0,50,0,0,2,186,1,0,0,0,0,0,0,7,42,48,MediumFast,75,Fairy,Mineral,20,6.7,13.3,187,2,0,0,0,0,0,HeadPokemon
363,Spheal,Spheal,3,Ice,Water,70,40,50,55,50,25,0.8,1,39.5,0,50,0,0.5,1,187,0,1,32,0,0,0,0,2,6,16,MediumSlow,255,Water1,Field,20,6.7,13.3,75,1,0,0,0,0,0,FishPokemonWithPectoralCaudalDorsalFins
364,Sealeo,Sealeo,3,Ice,Water,90,60,70,75,70,45,1.1,1,87.6,0,50,0,0.5,2,187,0,1,44,0,0,0,0,4,32,36,MediumSlow,120,Water1,Field,20,6.7,13.3,128,2,0,0,0,0,0,FishPokemonWithPectoralCaudalDorsalFins
365,Walrein,Walrein,3,Ice,Water,110,80,90,95,90,65,1.4,1,150.6,0,50,0,0.5,3,187,1,0,0,0,0,0,0,7,44,48,MediumSlow,45,Water1,Field,20,6.7,13.3,192,3,0,0,0,0,0,QuadrupedPokemonWithPaws
366,Clamperl,Clamperl,3,Water,,35,64,85,74,55,32,0.4,1,52.5,0,50,0,0.5,1,188,0,1,24,0,0,0,0,3,6,14,Erratic,255,Water1,,20,6.7,13.3,142,0,0,1,0,0,0,HeadPokemon
367,Huntail,Huntail,3,Water,,55,104,105,94,75,52,1.7,1,27,0,50,0,0.5,2,188,1,0,0,0,0,0,0,6,26,34,Erratic,60,Water1,,20,6.7,13.3,178,0,1,1,0,0,0,SnakePokemon
368,Gorebyss,Gorebyss,3,Water,,55,84,105,114,75,52,1.8,1,22.6,0,50,0,0.5,2,188,1,0,0,0,0,0,0,6,26,34,Erratic,60,Water1,,20,6.7,13.3,178,0,0,0,2,0,0,SnakePokemon
369,Relicanth,Relicanth,3,Water,Rock,100,90,130,45,65,55,1,1,23.4,0,50,0,0.125,1,189,1,0,0,0,0,0,0,5,22,28,Slow,25,Water1,Water2,40,13.3,26.7,198,1,0,1,0,0,0,FishPokemonWithPectoralCaudalDorsalFins
370,Luvdisc,Luvdisc,3,Water,,43,30,55,40,65,97,0.6,1,8.7,0,50,0,0.75,1,190,1,0,0,0,0,0,0,2,8,18,Fast,225,Water2,,20,6.7,13.3,110,0,0,0,0,0,1,FishPokemonWithPectoralCaudalDorsalFins
371,Bagon,Bagon,3,Dragon,,45,75,60,40,30,50,0.6,1,42.1,0,35,0,0.5,1,191,0,1,30,0,0,0,0,5,8,16,Slow,45,Dragon,,40,13.3,26.7,89,0,1,0,0,0,0,BipedPokemon
372,Shelgon,Shelgon,3,Dragon,,65,95,100,60,50,50,1.1,1,110.5,0,35,0,0.5,2,191,0,1,50,0,0,0,0,7,30,36,Slow,45,Dragon,,40,13.3,26.7,144,0,0,2,0,0,0,QuadrupedPokemonWithPaws
373,Salamence,Salamence,3,Dragon,Flying,95,135,80,110,80,100,1.5,1,102.6,0,35,0,0.5,3,191,1,0,0,0,0,0,0,9,55,58,Slow,45,Dragon,,40,13.3,26.7,218,0,3,0,0,0,0,QuadrupedPokemonWithPaws
374,Beldum,Beldum,3,Steel,Psychic,40,55,80,35,60,30,0.6,1,95.2,0,35,1,-1,1,192,0,1,20,0,0,0,0,5,8,14,Slow,3,Mineral,,40,13.3,26.7,103,0,0,1,0,0,0,HeadPokemonWithBody
375,Metang,Metang,3,Steel,Psychic,60,75,100,55,80,50,1.2,1,202.5,0,35,1,-1,2,192,0,1,45,0,0,0,0,7,20,26,Slow,3,Mineral,,40,13.3,26.7,153,0,0,2,0,0,0,HeadPokemonWithArms
376,Metagross,Metagross,3,Steel,Psychic,80,135,130,95,90,70,1.6,1,550,0,35,1,-1,3,192,1,0,0,0,0,0,0,9,50,56,Slow,3,Mineral,,40,13.3,26.7,210,0,0,3,0,0,0,QuadrupedPokemonWithPaws
377,Regirock,Regirock,3,Rock,,80,100,200,50,100,50,1.7,1,230,0,35,1,-1,1,193,1,0,0,0,0,1,0,10,50,50,Slow,3,Undiscovered,,80,26.7,53.3,217,0,0,3,0,0,0,BipedPokemon
378,Regice,Regice,3,Ice,,80,50,100,100,200,50,1.8,1,175,0,35,1,-1,1,194,1,0,0,0,0,1,0,10,50,50,Slow,3,Undiscovered,,80,26.7,53.3,216,0,0,0,0,3,0,BipedPokemon
379,Registeel,Registeel,3,Steel,,80,75,150,75,150,50,1.9,1,205,0,35,1,-1,1,195,1,0,0,0,0,1,0,10,50,50,Slow,3,Undiscovered,,80,26.7,53.3,215,0,0,2,0,1,0,BipedPokemon
380,Latias,Latias,3,Dragon,Psychic,80,80,90,110,130,110,1.4,1,40,0,90,0,1,1,196,1,0,0,0,0,1,0,10,50,50,Slow,3,Undiscovered,,120,40,80,211,0,0,0,0,3,0,WingedPokemonWithJaw
381,Latios,Latios,3,Dragon,Psychic,80,90,80,130,110,110,2,1,60,0,90,0,0,1,197,1,0,0,0,0,1,0,10,50,50,Slow,3,Undiscovered,,120,40,80,211,0,0,0,3,0,0,WingedPokemonWithJaw
382,Kyogre,Kyogre,3,Water,,100,100,90,150,140,90,4.5,2,352,0,0,1,-1,1,198,1,0,0,0,0,1,0,10,70,70,Slow,3,Undiscovered,,120,40,80,218,0,0,0,3,0,0,FishPokemonWithPectoralCaudalDorsalFins
383,Groudon,Groudon,3,Ground,,100,150,140,100,90,90,3.5,2,950,0,0,1,-1,1,199,1,0,0,0,0,1,0,10,70,70,Slow,3,Undiscovered,,120,40,80,218,0,3,0,0,0,0,BipedPokemonWithTail
384,Rayquaza,Rayquaza,3,Dragon,Flying,105,150,90,150,90,95,7,2,206.5,0,0,1,-1,1,200,1,0,0,0,0,1,0,10,80,80,Slow,3,Undiscovered,,120,40,80,220,0,2,0,1,0,0,SnakePokemon
385,Jirachi,Jirachi,3,Steel,Psychic,100,100,100,100,100,100,0.3,1,1.1,0,100,1,-1,1,201,1,0,0,0,0,1,0,10,30,30,Slow,3,Undiscovered,,120,40,80,215,3,0,0,0,0,0,BipedPokemon
386,Deoxys,Deoxys,3,Psychic,,50,150,50,150,50,150,1.7,1,60.8,0,0,1,-1,1,202,1,0,0,0,0,1,0,10,50,50,Slow,3,Undiscovered,,120,40,80,215,0,1,0,1,0,1,BipedPokemon
387,Turtwig,Turtwig,4,Grass,,55,68,64,45,55,31,0.4,1,10.2,0,50,0,0.125,1,203,0,1,18,0,0,0,0,3,5,12,MediumSlow,45,Monster,Grass,20,6.7,13.3,64,0,1,0,0,0,0,QuadrupedPokemonWithPaws
388,Grotle,Grotle,4,Grass,,75,89,85,55,65,36,1.1,1,97,0,50,0,0.125,2,203,0,1,32,0,0,0,0,5,20,27,MediumSlow,45,Monster,Grass,20,6.7,13.3,141,0,1,1,0,0,0,QuadrupedPokemonWithPaws
389,Torterra,Torterra,4,Grass,Ground,95,109,105,75,85,56,2.2,1,310,0,50,0,0.125,3,203,1,0,0,0,0,0,0,7,35,42,MediumSlow,45,Monster,Grass,20,6.7,13.3,208,0,2,1,0,0,0,QuadrupedPokemonWithPaws
390,Chimchar,Chimchar,4,Fire,,44,58,44,58,44,61,0.5,1,6.2,0,50,0,0.125,1,204,0,1,14,0,0,0,0,3,5,12,MediumSlow,45,Field,HumanLike,20,6.7,13.3,65,0,0,0,0,0,1,BipedPokemonWithTail
391,Monferno,Monferno,4,Fire,Fighting,64,78,52,78,52,81,0.9,1,22,0,50,0,0.125,2,204,0,1,36,0,0,0,0,5,20,27,MediumSlow,45,Field,HumanLike,20,6.7,13.3,142,0,0,0,1,0,1,BipedPokemonWithTail
392,Infernape,Infernape,4,Fire,Fighting,76,104,71,104,71,108,1.2,1,55,0,50,0,0.125,3,204,1,0,0,0,0,0,0,7,36,42,MediumSlow,45,Field,HumanLike,20,6.7,13.3,209,0,1,0,1,0,1,BipedPokemonWithTail
393,Piplup,Piplup,4,Water,,53,51,53,61,56,40,0.4,1,5.2,0,50,0,0.125,1,205,0,1,16,0,0,0,0,3,5,12,MediumSlow,45,Water1,Field,20,6.7,13.3,66,0,0,0,1,0,0,BipedPokemon
394,Prinplup,Prinplup,4,Water,,64,66,68,81,76,50,0.8,1,23,0,50,0,0.125,2,205,0,1,36,0,0,0,0,5,20,27,MediumSlow,45,Water1,Field,20,6.7,13.3,143,0,0,0,2,0,0,BipedPokemonWithTail
395,Empoleon,Empoleon,4,Water,Steel,84,86,88,111,101,60,1.7,1,84.5,0,50,0,0.125,3,205,1,0,0,0,0,0,0,7,36,42,MediumSlow,45,Water1,Field,20,6.7,13.3,210,0,0,0,3,0,0,BipedPokemonWithTail
396,Starly,Starly,4,Normal,Flying,40,55,30,30,30,60,0.3,1,2,0,50,0,0.5,1,206,0,1,14,0,0,0,0,1,3,10,MediumSlow,255,Flying,,15,5,10,56,0,0,0,0,0,1,WingedPokemonWithBeak
397,Staravia,Staravia,4,Normal,Flying,55,75,50,40,40,80,0.6,1,15.5,0,50,0,0.5,2,206,0,1,34,0,0,0,0,4,16,24,MediumSlow,120,Flying,,15,5,10,113,0,0,0,0,0,2,WingedPokemonWithBeak
398,Staraptor,Staraptor,4,Normal,Flying,85,120,70,50,60,100,1.2,1,24.9,0,50,0,0.5,3,206,1,0,0,0,0,0,0,6,36,42,MediumSlow,45,Flying,,15,5,10,172,0,3,0,0,0,0,WingedPokemonWithBeak
399,Bidoof,Bidoof,4,Normal,,59,45,40,35,40,31,0.5,1,20,0,50,0,0.5,1,207,0,1,15,0,0,0,0,1,3,8,MediumFast,255,Water1,Field,15,5,10,58,1,0,0,0,0,0,QuadrupedPokemonWithPaws
400,Bibarel,Bibarel,4,Normal,Water,79,85,60,55,60,71,1,1,31.5,0,50,0,0.5,2,207,1,0,0,0,0,0,0,4,20,26,MediumFast,127,Water1,Field,15,5,10,116,0,2,0,0,0,0,BipedPokemonWithTail
401,Kricketot,Kricketot,4,Bug,,37,25,41,25,41,25,0.3,1,2.2,0,50,0,0.5,1,208,0,1,10,0,0,0,0,1,3,6,MediumSlow,255,Bug,,15,5,10,54,0,0,1,0,0,0,BipedPokemon
402,Kricketune,Kricketune,4,Bug,,77,85,51,55,51,65,1,1,25.5,0,50,0,0.5,2,208,1,0,0,0,0,0,0,4,14,20,MediumSlow,45,Bug,,15,5,10,159,0,2,0,0,0,0,InsectPokemonWithWingsAndLegs
403,Shinx,Shinx,4,Electric,,45,65,34,40,34,45,0.5,1,9.5,0,50,0,0.5,1,209,0,1,15,0,0,0,0,3,5,12,MediumSlow,235,Field,,20,6.7,13.3,60,0,1,0,0,0,0,QuadrupedPokemonWithPaws
404,Luxio,Luxio,4,Electric,,60,85,49,60,49,60,0.9,1,30.5,0,100,0,0.5,2,209,0,1,30,0,0,0,0,5,16,22,MediumSlow,120,Field,,20,6.7,13.3,117,0,2,0,0,0,0,QuadrupedPokemonWithPaws
405,Luxray,Luxray,4,Electric,,80,120,79,95,79,70,1.4,1,42,0,50,0,0.5,3,209,1,0,0,0,0,0,0,7,32,38,MediumSlow,45,Field,,20,6.7,13.3,194,0,3,0,0,0,0,QuadrupedPokemonWithPaws
406,Budew,Budew,4,Grass,Poison,40,30,35,50,70,55,0.2,1,1.2,0,50,0,0.5,1,158,0,0,0,1,0,0,0,3,2,5,MediumSlow,255,Undiscovered,,20,6.7,13.3,68,0,0,0,1,0,0,BipedPokemon
407,Roserade,Roserade,4,Grass,Poison,60,70,65,125,105,90,0.9,1,14.5,0,50,0,0.5,3,158,1,0,0,0,0,0,0,6,30,36,MediumSlow,75,Fairy,Grass,20,6.7,13.3,204,0,0,0,3,0,0,BipedPokemon
408,Cranidos,Cranidos,4,Rock,,67,125,40,30,30,58,0.9,1,31.5,0,50,0,0.125,1,210,0,1,30,0,1,0,0,4,20,20,Erratic,45,Monster,,30,10,20,99,0,1,0,0,0,0,BipedPokemonWithTail
409,Rampardos,Rampardos,4,Rock,,97,165,60,65,50,58,1.6,1,102.5,0,50,0,0.125,2,210,1,0,0,0,1,0,0,6,30,30,Erratic,45,Monster,,30,10,20,199,0,2,0,0,0,0,BipedPokemonWithTail
410,Shieldon,Shieldon,4,Rock,Steel,30,42,118,42,88,30,0.5,1,57,0,50,0,0.125,1,211,0,1,30,0,1,0,0,4,20,20,Erratic,45,Monster,,30,10,20,99,0,0,1,0,0,0,QuadrupedPokemonWithPaws
411,Bastiodon,Bastiodon,4,Rock,Steel,60,52,168,47,138,30,1.3,1,149.5,0,50,0,0.125,2,211,1,0,0,0,1,0,0,6,30,30,Erratic,45,Monster,,30,10,20,199,0,0,2,0,0,0,QuadrupedPokemonWithPaws
412,Burmy,Burmy,4,Bug,,40,29,45,29,45,36,0.2,1,3.4,0,50,0,0.5,1,212,0,1,20,0,0,0,0,1,3,8,MediumFast,120,Bug,,15,5,10,61,0,0,0,0,1,0,HeadPokemonWithBody
413,Wormadam,Wormadam,4,Bug,Grass,60,59,85,79,105,36,0.5,1,6.5,0,50,0,1,2,212,1,0,0,0,0,0,0,4,22,26,MediumFast,45,Bug,,15,5,10,159,0,0,0,0,2,0,HeadPokemonWithBody
414,Mothim,Mothim,4,Bug,Flying,70,94,50,94,50,66,0.9,1,23.3,0,50,0,0,2,212,1,0,0,0,0,0,0,4,22,26,MediumFast,45,Bug,,15,5,10,159,0,1,0,1,0,0,InsectPokemonWithWingsAndLegs
415,Combee,Combee,4,Bug,Flying,30,30,42,30,42,70,0.3,1,5.5,1,50,0,0.125,1,213,0,1,21,0,0,0,0,2,4,10,MediumSlow,120,Bug,,15,5,10,63,0,0,0,0,0,1,MultipleBodiedPokemon3Head
416,Vespiquen,Vespiquen,4,Bug,Flying,70,80,102,80,102,40,1.2,1,38.5,0,50,0,1,2,213,1,0,0,0,0,0,0,6,24,30,MediumSlow,45,Bug,,15,5,10,188,0,0,1,0,1,0,InsectPokemonWithWingsAndLegs
417,Pachirisu,Pachirisu,4,Electric,,60,45,70,45,90,95,0.4,1,3.9,0,100,0,0.5,1,214,1,0,0,0,0,0,0,2,16,24,MediumFast,200,Field,Fairy,10,3.3,6.7,120,0,0,0,0,0,1,QuadrupedPokemonWithPaws
418,Buizel,Buizel,4,Water,,55,65,35,60,30,85,0.7,1,29.5,0,50,0,0.5,1,215,0,1,26,0,0,0,0,2,6,14,MediumFast,190,Water1,Field,20,6.7,13.3,75,0,0,0,0,0,1,QuadrupedPokemonWithPaws
419,Floatzel,Floatzel,4,Water,,85,105,55,85,50,115,1.1,1,33.5,0,50,0,0.5,2,215,1,0,0,0,0,0,0,5,28,34,MediumFast,75,Water1,Field,20,6.7,13.3,178,0,0,0,0,0,2,QuadrupedPokemonWithPaws
420,Cherubi,Cherubi,4,Grass,,45,35,45,62,53,35,0.4,1,3.3,0,50,0,0.5,1,216,0,1,25,0,0,0,0,1,5,12,MediumFast,190,Fairy,Grass,20,6.7,13.3,68,0,0,0,1,0,0,MultipleBodiedPokemon2Head
421,Cherrim,Cherrim,4,Grass,,70,60,70,87,78,85,0.5,1,9.3,0,50,0,0.5,2,216,1,0,0,0,0,0,0,4,25,30,MediumFast,75,Fairy,Grass,20,6.7,13.3,133,0,0,0,2,0,0,HeadPokemonWithLegs
422,Shellos,Shellos,4,Water,,76,48,48,57,62,34,0.3,1,6.3,0,50,0,0.5,1,217,0,1,30,0,0,0,0,2,4,12,MediumFast,190,Water1,Amorphous,20,6.7,13.3,73,1,0,0,0,0,0,SnakePokemon
423,Gastrodon,Gastrodon,4,Water,Ground,111,83,68,92,82,39,0.9,1,29.9,0,50,0,0.5,2,217,1,0,0,0,0,0,0,5,30,36,MediumFast,75,Water1,Amorphous,20,6.7,13.3,176,2,0,0,0,0,0,SnakePokemon
424,Ambipom,Ambipom,4,Normal,,75,100,66,60,66,115,1.2,1,20.3,0,100,0,0.5,2,93,1,0,0,0,0,0,0,7,32,38,Fast,45,Field,,20,6.7,13.3,186,0,0,0,0,0,2,BipedPokemonWithTail
425,Drifloon,Drifloon,4,Ghost,Flying,90,50,34,60,44,70,0.4,1,1.2,0,50,0,0.5,1,218,0,1,28,0,0,0,0,2,6,14,Fluctuating,125,Amorphous,,30,10,20,127,1,0,0,0,0,0,HeadPokemonWithArms
426,Drifblim,Drifblim,4,Ghost,Flying,150,80,44,90,54,80,1.2,1,15,0,50,0,0.5,2,218,1,0,0,0,0,0,0,6,30,36,Fluctuating,60,Amorphous,,30,10,20,204,2,0,0,0,0,0,HeadPokemonWithArms
427,Buneary,Buneary,4,Normal,,55,66,44,44,56,85,0.4,1,5.5,0,0,0,0.5,1,219,0,0,0,0,0,0,0,1,4,10,MediumFast,190,Field,HumanLike,20,6.7,13.3,84,0,0,0,0,0,1,BipedPokemonWithTail
428,Lopunny,Lopunny,4,Normal,,65,76,84,54,96,105,1.2,1,33.3,0,140,0,0.5,2,219,1,0,0,0,0,0,0,4,22,28,MediumFast,60,Field,HumanLike,20,6.7,13.3,178,0,0,0,0,0,2,BipedPokemonWithTail
429,Mismagius,Mismagius,4,Ghost,,60,60,60,105,105,105,0.9,1,4.4,0,35,0,0.5,2,98,1,0,0,0,0,0,0,6,32,38,Fast,45,Amorphous,,25,8.3,16.7,187,0,0,0,1,1,0,HeadPokemon
430,Honchkrow,Honchkrow,4,Dark,Flying,100,125,52,105,52,71,0.9,1,27.3,0,35,0,0.5,2,97,1,0,0,0,0,0,0,6,32,38,MediumSlow,30,Flying,,20,6.7,13.3,187,0,2,0,0,0,0,WingedPokemonWithBeak
